date,time,heartRate
2019-12-09,05:24,55
2019-12-09,05:26,54
2019-12-09,05:28,75
2019-12-09,05:30,55
2019-12-09,05:32,47
2019-12-09,05:34,54
2019-12-09,05:36,52
2019-12-09,05:38,48
2019-12-09,05:40,75
2019-12-09,05:42,72
2019-12-09,05:44,51
2019-12-09,05:46,104
2019-12-09,05:48,93
2019-12-09,05:49,92
2019-12-09,05:50,75
2019-12-09,05:52,78
2019-12-09,05:54,68
2019-12-09,05:56,64
2019-12-09,05:58,76
2019-12-09,06:00,94
2019-12-09,06:02,60
2019-12-09,06:04,77
2019-12-09,06:06,75
2019-12-09,06:08,75
2019-12-09,06:38,74
2019-12-09,07:00,71
2019-12-09,07:01,80
2019-12-09,07:08,54
2019-12-09,07:18,48
2019-12-09,07:20,49
2019-12-09,07:22,62
2019-12-09,07:24,47
2019-12-09,07:26,51
2019-12-09,07:28,73
2019-12-09,07:30,48
2019-12-09,07:32,54
2019-12-09,07:34,49
2019-12-09,07:36,47
2019-12-09,07:38,55
2019-12-09,07:40,48
2019-12-09,07:42,75
2019-12-09,07:44,75
2019-12-09,07:46,49
2019-12-09,07:48,54
2019-12-09,07:50,50
2019-12-09,07:52,55
2019-12-09,07:54,75
2019-12-09,07:56,55
2019-12-09,07:58,55
2019-12-09,08:00,71
2019-12-09,08:02,51
2019-12-09,08:04,71
2019-12-09,08:06,47
2019-12-09,08:08,48
2019-12-09,08:10,76
2019-12-09,08:12,48
2019-12-09,08:14,49
2019-12-09,08:16,72
2019-12-09,08:18,52
2019-12-09,08:20,62
2019-12-09,08:22,55
2019-12-09,08:24,75
2019-12-09,08:26,75
2019-12-09,08:28,75
2019-12-09,08:30,55
2019-12-09,08:32,51
2019-12-09,08:34,55
2019-12-09,08:36,75
2019-12-09,08:38,84
2019-12-09,08:39,73
2019-12-09,08:40,75
2019-12-09,08:41,77
2019-12-09,08:42,75
2019-12-09,08:43,84
2019-12-09,08:50,71
2019-12-09,09:08,78
2019-12-09,09:09,80
2019-12-09,09:10,77
2019-12-09,09:28,89
2019-12-09,09:29,90
2019-12-09,09:30,102
2019-12-09,09:31,101
2019-12-09,09:36,87
2019-12-09,09:37,93
2019-12-09,09:38,94
2019-12-09,09:39,79
2019-12-09,09:42,86
2019-12-09,09:43,90
2019-12-09,09:44,98
2019-12-09,09:55,80
2019-12-09,09:56,88
2019-12-09,09:57,89
2019-12-09,09:58,95
2019-12-09,09:59,105
2019-12-09,10:00,105
2019-12-09,10:01,101
2019-12-09,10:02,109
2019-12-09,10:03,109
2019-12-09,10:04,118
2019-12-09,10:05,141
2019-12-09,10:06,152
2019-12-09,10:07,145
2019-12-09,10:08,151
2019-12-09,10:09,149
2019-12-09,10:10,147
2019-12-09,10:11,132
2019-12-09,10:12,97
2019-12-09,10:13,103
2019-12-09,10:14,90
2019-12-09,10:15,86
2019-12-09,10:16,84
2019-12-09,10:17,89
2019-12-09,10:44,86
2019-12-09,11:14,75
2019-12-09,11:19,78
2019-12-09,11:20,84
2019-12-09,11:44,81
2019-12-09,12:06,71
2019-12-09,12:07,81
2019-12-09,12:08,92
2019-12-09,12:09,99
2019-12-09,12:10,107
2019-12-09,12:11,115
2019-12-09,12:12,123
2019-12-09,12:13,118
2019-12-09,12:14,96
2019-12-09,12:43,70
2019-12-09,12:44,75
2019-12-09,13:04,85
2019-12-09,13:05,101
2019-12-09,13:06,102
2019-12-09,13:07,101
2019-12-09,13:09,99
2019-12-09,13:10,75
2019-12-09,13:11,77
2019-12-09,13:12,100
2019-12-09,13:13,88
2019-12-09,13:14,73
2019-12-09,13:15,81
2019-12-09,13:16,114
2019-12-09,13:17,111
2019-12-09,13:18,132
2019-12-09,13:19,138
2019-12-09,13:20,134
2019-12-09,13:21,118
2019-12-09,13:22,122
2019-12-09,13:23,121
2019-12-09,13:24,73
2019-12-09,13:25,82
2019-12-09,13:26,95
2019-12-09,13:27,96
2019-12-09,13:29,91
2019-12-09,13:44,80
2019-12-09,14:14,68
2019-12-09,14:16,74
2019-12-09,14:21,73
2019-12-09,14:46,58
2019-12-09,14:54,75
2019-12-09,14:56,55
2019-12-09,14:58,75
2019-12-09,15:00,59
2019-12-09,15:02,75
2019-12-09,15:04,64
2019-12-09,15:06,50
2019-12-09,15:08,59
2019-12-09,15:10,51
2019-12-09,15:12,70
2019-12-09,15:14,63
2019-12-09,15:16,75
2019-12-09,15:18,75
2019-12-09,15:20,55
2019-12-09,15:22,55
2019-12-09,15:24,58
2019-12-09,15:26,55
2019-12-09,15:28,55
2019-12-09,15:30,75
2019-12-09,15:32,55
2019-12-09,15:34,55
2019-12-09,15:36,63
2019-12-09,15:38,73
2019-12-09,15:40,55
2019-12-09,15:42,74
2019-12-09,15:44,55
2019-12-09,15:46,55
2019-12-09,15:48,49
2019-12-09,15:50,54
2019-12-09,15:52,85
2019-12-09,17:39,102
2019-12-09,17:51,102
2019-12-09,17:52,81
2019-12-09,17:53,87
2019-12-09,17:54,82
2019-12-09,17:55,89
2019-12-09,17:56,97
2019-12-09,17:57,95
2019-12-09,17:58,97
2019-12-09,17:59,102
2019-12-09,18:00,104
2019-12-09,18:01,105
2019-12-09,18:02,112
2019-12-09,18:03,120
2019-12-09,18:04,136
2019-12-09,18:05,135
2019-12-09,18:06,140
2019-12-09,18:07,152
2019-12-09,18:08,151
2019-12-09,18:09,147
2019-12-09,18:10,147
2019-12-09,18:11,135
2019-12-09,18:12,138
2019-12-09,18:13,133
2019-12-09,18:15,107
2019-12-09,18:16,84
2019-12-09,18:17,82
2019-12-09,18:18,80
2019-12-09,18:19,50
2019-12-09,18:20,53
2019-12-09,18:21,99
2019-12-09,18:22,88
2019-12-09,18:23,102
2019-12-09,18:24,107
2019-12-09,20:03,80
2019-12-09,20:04,85
2019-12-09,20:05,79
2019-12-09,20:06,77
2019-12-09,20:07,105
2019-12-09,20:09,83
2019-12-09,20:10,80
2019-12-09,20:11,85
2019-12-09,20:12,88
2019-12-09,20:13,108
2019-12-09,20:14,110
2019-12-09,20:15,89
2019-12-09,20:16,97
2019-12-09,20:17,101
2019-12-09,20:18,90
2019-12-09,20:19,73
2019-12-09,20:20,65
2019-12-09,20:21,114
2019-12-09,20:22,114
2019-12-09,20:23,137
2019-12-09,20:24,143
2019-12-09,20:25,141
2019-12-09,20:26,134
2019-12-09,20:27,116
2019-12-09,20:28,132
2019-12-09,20:29,140
2019-12-09,20:30,144
2019-12-09,20:31,135
2019-12-09,20:32,134
2019-12-09,20:33,130
2019-12-09,20:34,96
2019-12-09,20:35,90
2019-12-09,20:41,75
2019-12-09,20:42,106
2019-12-09,20:44,76
2019-12-09,20:45,105
2019-12-09,20:46,103
2019-12-09,20:47,101
2019-12-09,20:48,99
2019-12-09,20:49,79
2019-12-09,20:50,82
2019-12-09,20:51,100
2019-12-09,20:52,107
2019-12-09,20:53,101
2019-12-09,20:55,75
2019-12-09,20:56,85
2019-12-09,20:57,102
2019-12-09,20:58,113
2019-12-09,20:59,105
2019-12-09,21:00,108
2019-12-09,21:01,115
2019-12-09,21:02,126
2019-12-09,21:03,76
2019-12-09,21:04,84
2019-12-09,21:05,94
2019-12-09,21:06,99
2019-12-09,21:07,102
2019-12-09,21:28,94
2019-12-09,21:29,84
2019-12-09,21:44,102
2019-12-09,21:48,71
2019-12-09,22:07,109
2019-12-09,22:08,112
2019-12-09,22:18,75
2019-12-09,22:48,78
2019-12-09,23:18,76
2019-12-09,23:38,78
2019-12-09,23:39,74
2019-12-09,23:40,78
2019-12-09,23:48,56
2019-12-09,23:55,75
2019-12-09,23:57,74
2019-12-09,23:59,75
2019-12-10,00:01,75
2019-12-10,00:03,59
2019-12-10,00:05,55
2019-12-10,00:07,63
2019-12-10,00:09,48
2019-12-10,00:11,55
2019-12-10,00:13,75
2019-12-10,00:15,75
2019-12-10,00:17,59
2019-12-10,00:19,59
2019-12-10,00:21,75
2019-12-10,00:23,55
2019-12-10,00:25,55
2019-12-10,00:27,59
2019-12-10,00:29,74
2019-12-10,00:31,64
2019-12-10,00:33,75
2019-12-10,00:35,56
2019-12-10,00:37,55
2019-12-10,00:39,74
2019-12-10,00:41,75
2019-12-10,00:43,61
2019-12-10,00:45,63
2019-12-10,00:47,75
2019-12-10,00:49,55
2019-12-10,00:51,55
2019-12-10,00:53,56
2019-12-10,00:55,78
2019-12-10,00:57,48
2019-12-10,00:59,64
2019-12-10,01:01,52
2019-12-10,01:03,65
2019-12-10,01:05,58
2019-12-10,01:07,59
2019-12-10,01:09,57
2019-12-10,01:11,55
2019-12-10,01:13,64
2019-12-10,01:15,63
2019-12-10,01:17,73
2019-12-10,01:19,73
2019-12-10,01:21,75
2019-12-10,01:23,63
2019-12-10,01:25,72
2019-12-10,01:27,74
2019-12-10,01:29,63
2019-12-10,01:31,75
2019-12-10,01:33,59
2019-12-10,01:35,59
2019-12-10,01:37,61
2019-12-10,01:39,59
2019-12-10,01:41,61
2019-12-10,01:43,73
2019-12-10,01:45,75
2019-12-10,01:47,58
2019-12-10,01:49,59
2019-12-10,01:51,56
2019-12-10,01:53,61
2019-12-10,01:55,59
2019-12-10,01:57,74
2019-12-10,01:59,76
2019-12-10,02:01,55
2019-12-10,02:03,63
2019-12-10,02:05,76
2019-12-10,02:07,65
2019-12-10,02:09,59
2019-12-10,02:11,59
2019-12-10,02:13,63
2019-12-10,02:15,60
2019-12-10,02:17,60
2019-12-10,02:19,55
2019-12-10,02:21,57
2019-12-10,02:23,71
2019-12-10,02:25,69
2019-12-10,02:27,71
2019-12-10,02:29,55
2019-12-10,02:31,67
2019-12-10,02:33,74
2019-12-10,02:35,75
2019-12-10,02:37,54
2019-12-10,02:39,55
2019-12-10,02:41,60
2019-12-10,02:43,60
2019-12-10,02:45,55
2019-12-10,02:47,64
2019-12-10,02:49,63
2019-12-10,02:51,59
2019-12-10,02:53,55
2019-12-10,02:55,64
2019-12-10,02:57,67
2019-12-10,02:59,75
2019-12-10,03:01,68
2019-12-10,03:03,55
2019-12-10,03:05,64
2019-12-10,03:07,57
2019-12-10,03:09,59
2019-12-10,03:11,55
2019-12-10,03:13,55
2019-12-10,03:15,55
2019-12-10,03:17,56
2019-12-10,03:19,63
2019-12-10,03:21,55
2019-12-10,03:23,55
2019-12-10,03:25,74
2019-12-10,03:27,63
2019-12-10,03:29,75
2019-12-10,03:31,59
2019-12-10,03:33,66
2019-12-10,03:35,57
2019-12-10,03:37,54
2019-12-10,03:39,55
2019-12-10,03:41,55
2019-12-10,03:43,75
2019-12-10,03:45,55
2019-12-10,03:47,74
2019-12-10,03:49,59
2019-12-10,03:51,78
2019-12-10,03:53,60
2019-12-10,03:55,56
2019-12-10,03:57,55
2019-12-10,03:59,55
2019-12-10,04:01,48
2019-12-10,04:03,59
2019-12-10,04:05,56
2019-12-10,04:07,64
2019-12-10,04:09,56
2019-12-10,04:11,55
2019-12-10,04:13,76
2019-12-10,04:15,76
2019-12-10,04:17,61
2019-12-10,04:19,59
2019-12-10,04:21,75
2019-12-10,04:23,75
2019-12-10,04:25,74
2019-12-10,04:27,75
2019-12-10,04:29,74
2019-12-10,04:31,75
2019-12-10,04:33,56
2019-12-10,04:35,51
2019-12-10,04:37,73
2019-12-10,04:39,53
2019-12-10,04:41,59
2019-12-10,04:43,59
2019-12-10,04:45,50
2019-12-10,04:47,59
2019-12-10,04:49,55
2019-12-10,04:51,78
2019-12-10,04:53,59
2019-12-10,04:55,75
2019-12-10,04:57,70
2019-12-10,04:59,51
2019-12-10,05:01,61
2019-12-10,05:03,48
2019-12-10,05:05,49
2019-12-10,05:07,50
2019-12-10,05:09,48
2019-12-10,05:11,63
2019-12-10,05:13,63
2019-12-10,05:15,48
2019-12-10,05:17,57
2019-12-10,05:19,58
2019-12-10,05:21,61
2019-12-10,05:23,55
2019-12-10,05:25,55
2019-12-10,05:27,58
2019-12-10,05:29,55
2019-12-10,05:31,57
2019-12-10,05:33,75
2019-12-10,05:35,55
2019-12-10,05:37,59
2019-12-10,05:39,68
2019-12-10,05:41,74
2019-12-10,05:43,75
2019-12-10,05:45,75
2019-12-10,05:46,73
2019-12-10,05:48,82
2019-12-10,06:15,75
2019-12-10,06:45,75
2019-12-10,07:15,74
2019-12-10,07:45,76
2019-12-10,08:15,70
2019-12-10,08:24,80
2019-12-10,08:25,91
2019-12-10,08:26,99
2019-12-10,08:27,101
2019-12-10,08:28,74
2019-12-10,08:29,79
2019-12-10,08:32,71
2019-12-10,08:45,70
2019-12-10,09:12,76
2019-12-10,09:13,79
2019-12-10,09:15,75
2019-12-10,09:16,89
2019-12-10,09:18,106
2019-12-10,09:40,82
2019-12-10,09:41,92
2019-12-10,09:42,94
2019-12-10,09:43,81
2019-12-10,09:44,79
2019-12-10,09:49,81
2019-12-10,09:53,99
2019-12-10,09:54,71
2019-12-10,09:55,74
2019-12-10,09:56,77
2019-12-10,09:57,106
2019-12-10,09:58,112
2019-12-10,09:59,108
2019-12-10,10:00,109
2019-12-10,10:01,108
2019-12-10,10:02,127
2019-12-10,10:03,124
2019-12-10,10:04,120
2019-12-10,10:05,110
2019-12-10,10:06,125
2019-12-10,10:07,129
2019-12-10,10:08,128
2019-12-10,10:09,123
2019-12-10,10:10,133
2019-12-10,10:11,131
2019-12-10,10:12,128
2019-12-10,10:13,127
2019-12-10,10:14,107
2019-12-10,10:15,87
2019-12-10,10:16,87
2019-12-10,10:18,78
2019-12-10,10:25,80
2019-12-10,10:46,94
2019-12-10,11:16,78
2019-12-10,11:37,75
2019-12-10,11:38,75
2019-12-10,11:46,94
2019-12-10,12:11,93
2019-12-10,12:12,92
2019-12-10,12:13,92
2019-12-10,12:14,86
2019-12-10,12:15,88
2019-12-10,12:16,90
2019-12-10,12:17,81
2019-12-10,12:18,87
2019-12-10,12:19,104
2019-12-10,12:20,108
2019-12-10,12:21,111
2019-12-10,12:22,129
2019-12-10,12:23,125
2019-12-10,12:24,122
2019-12-10,12:25,117
2019-12-10,12:26,101
2019-12-10,12:27,98
2019-12-10,12:28,81
2019-12-10,12:29,81
2019-12-10,12:30,75
2019-12-10,12:46,81
2019-12-10,13:16,95
2019-12-10,13:46,75
2019-12-10,14:16,75
2019-12-10,14:46,75
2019-12-10,15:16,74
2019-12-10,15:38,94
2019-12-10,15:40,74
2019-12-10,15:46,75
2019-12-10,15:59,78
2019-12-10,16:01,75
2019-12-10,16:04,55
2019-12-10,16:06,75
2019-12-10,16:08,56
2019-12-10,16:09,75
2019-12-10,16:10,75
2019-12-10,16:12,74
2019-12-10,16:14,75
2019-12-10,16:16,75
2019-12-10,16:18,67
2019-12-10,16:20,63
2019-12-10,16:22,74
2019-12-10,16:24,70
2019-12-10,16:26,75
2019-12-10,16:28,55
2019-12-10,16:30,75
2019-12-10,16:32,75
2019-12-10,16:34,76
2019-12-10,16:36,75
2019-12-10,16:38,71
2019-12-10,16:40,75
2019-12-10,16:42,73
2019-12-10,16:43,102
2019-12-10,16:44,97
2019-12-10,16:45,81
2019-12-10,16:46,81
2019-12-10,16:48,87
2019-12-10,16:49,74
2019-12-10,16:50,71
2019-12-10,16:51,79
2019-12-10,16:52,104
2019-12-10,16:53,115
2019-12-10,16:54,117
2019-12-10,16:55,127
2019-12-10,16:56,130
2019-12-10,16:57,140
2019-12-10,16:58,141
2019-12-10,16:59,130
2019-12-10,17:00,125
2019-12-10,17:01,127
2019-12-10,17:02,110
2019-12-10,17:03,111
2019-12-10,17:04,96
2019-12-10,17:23,81
2019-12-10,17:38,73
2019-12-10,17:42,85
2019-12-10,17:51,76
2019-12-10,18:12,85
2019-12-10,18:34,92
2019-12-10,18:36,74
2019-12-10,18:42,70
2019-12-10,18:49,85
2019-12-10,18:50,88
2019-12-10,19:12,78
2019-12-10,19:42,75
2019-12-10,20:12,94
2019-12-10,20:25,104
2019-12-10,20:26,100
2019-12-10,21:02,83
2019-12-10,21:03,83
2019-12-10,21:04,71
2019-12-10,21:05,76
2019-12-10,21:06,75
2019-12-10,21:07,93
2019-12-10,21:08,99
2019-12-10,21:11,76
2019-12-10,21:12,77
2019-12-10,21:13,80
2019-12-10,21:15,103
2019-12-10,21:16,101
2019-12-10,21:17,101
2019-12-10,21:18,78
2019-12-10,21:19,88
2019-12-10,21:20,96
2019-12-10,21:21,80
2019-12-10,21:22,87
2019-12-10,21:23,79
2019-12-10,21:24,85
2019-12-10,21:25,100
2019-12-10,21:26,97
2019-12-10,21:27,101
2019-12-10,21:28,98
2019-12-10,21:29,103
2019-12-10,21:30,115
2019-12-10,21:31,78
2019-12-10,21:32,92
2019-12-10,21:33,87
2019-12-10,21:34,95
2019-12-10,21:35,94
2019-12-10,21:39,91
2019-12-10,21:41,74
2019-12-10,21:42,64
2019-12-10,21:43,58
2019-12-10,21:44,63
2019-12-10,21:45,70
2019-12-10,21:46,74
2019-12-10,21:47,72
2019-12-10,21:48,70
2019-12-10,21:49,72
2019-12-10,21:50,71
2019-12-10,21:51,102
2019-12-10,21:52,98
2019-12-10,21:53,94
2019-12-10,21:54,99
2019-12-10,21:55,108
2019-12-10,21:56,116
2019-12-10,21:57,107
2019-12-10,21:58,106
2019-12-10,21:59,96
2019-12-10,22:00,81
2019-12-10,22:01,85
2019-12-10,22:02,89
2019-12-10,22:03,102
2019-12-10,22:05,106
2019-12-10,22:06,112
2019-12-10,22:20,58
2019-12-10,22:31,75
2019-12-10,22:33,75
2019-12-10,22:35,75
2019-12-10,22:37,75
2019-12-10,22:39,86
2019-12-10,22:40,91
2019-12-10,22:41,70
2019-12-10,22:42,71
2019-12-10,22:43,78
2019-12-10,22:44,79
2019-12-10,22:45,86
2019-12-10,23:07,74
2019-12-10,23:37,72
2019-12-11,00:07,71
2019-12-11,00:12,78
2019-12-11,00:13,78
2019-12-11,00:14,75
2019-12-11,00:17,92
2019-12-11,00:18,74
2019-12-11,00:19,73
2019-12-11,00:37,75
2019-12-11,00:39,74
2019-12-11,00:41,75
2019-12-11,00:43,76
2019-12-11,00:45,74
2019-12-11,00:47,75
2019-12-11,00:49,71
2019-12-11,00:51,75
2019-12-11,00:53,51
2019-12-11,00:55,58
2019-12-11,00:57,55
2019-12-11,00:59,51
2019-12-11,01:01,50
2019-12-11,01:03,73
2019-12-11,01:05,59
2019-12-11,01:07,75
2019-12-11,01:09,48
2019-12-11,01:11,75
2019-12-11,01:13,57
2019-12-11,01:15,51
2019-12-11,01:17,55
2019-12-11,01:19,55
2019-12-11,01:21,75
2019-12-11,01:23,75
2019-12-11,01:25,57
2019-12-11,01:27,56
2019-12-11,01:29,73
2019-12-11,01:31,74
2019-12-11,01:33,59
2019-12-11,01:35,64
2019-12-11,01:37,64
2019-12-11,01:39,62
2019-12-11,01:41,63
2019-12-11,01:43,65
2019-12-11,01:45,67
2019-12-11,01:47,61
2019-12-11,01:49,75
2019-12-11,01:51,63
2019-12-11,01:53,73
2019-12-11,01:55,58
2019-12-11,01:57,61
2019-12-11,01:59,56
2019-12-11,02:01,84
2019-12-11,02:03,54
2019-12-11,02:05,54
2019-12-11,02:07,59
2019-12-11,02:09,57
2019-12-11,02:11,52
2019-12-11,02:13,48
2019-12-11,02:15,59
2019-12-11,02:17,50
2019-12-11,02:19,56
2019-12-11,02:21,73
2019-12-11,02:23,67
2019-12-11,02:25,51
2019-12-11,02:27,59
2019-12-11,02:29,50
2019-12-11,02:31,48
2019-12-11,02:33,48
2019-12-11,02:35,74
2019-12-11,02:37,59
2019-12-11,02:39,53
2019-12-11,02:41,75
2019-12-11,02:43,75
2019-12-11,02:45,68
2019-12-11,02:47,67
2019-12-11,02:49,65
2019-12-11,02:51,75
2019-12-11,02:53,55
2019-12-11,02:55,74
2019-12-11,02:57,55
2019-12-11,02:59,75
2019-12-11,03:01,51
2019-12-11,03:03,75
2019-12-11,03:05,54
2019-12-11,03:07,73
2019-12-11,03:09,59
2019-12-11,03:11,71
2019-12-11,03:13,48
2019-12-11,03:15,55
2019-12-11,03:17,55
2019-12-11,03:19,75
2019-12-11,03:21,63
2019-12-11,03:23,61
2019-12-11,03:25,70
2019-12-11,03:27,70
2019-12-11,03:29,61
2019-12-11,03:31,73
2019-12-11,03:33,63
2019-12-11,03:35,71
2019-12-11,03:37,63
2019-12-11,03:39,59
2019-12-11,03:41,55
2019-12-11,03:43,48
2019-12-11,03:45,55
2019-12-11,03:47,55
2019-12-11,03:49,55
2019-12-11,03:51,55
2019-12-11,03:53,53
2019-12-11,03:55,55
2019-12-11,03:57,56
2019-12-11,03:59,51
2019-12-11,04:01,55
2019-12-11,04:03,51
2019-12-11,04:05,55
2019-12-11,04:07,56
2019-12-11,04:09,71
2019-12-11,04:11,55
2019-12-11,04:13,49
2019-12-11,04:15,49
2019-12-11,04:17,75
2019-12-11,04:19,48
2019-12-11,04:21,75
2019-12-11,04:23,49
2019-12-11,04:25,52
2019-12-11,04:27,50
2019-12-11,04:29,59
2019-12-11,04:31,50
2019-12-11,04:33,54
2019-12-11,04:35,48
2019-12-11,04:37,49
2019-12-11,04:39,56
2019-12-11,04:41,57
2019-12-11,04:43,76
2019-12-11,04:45,48
2019-12-11,04:47,55
2019-12-11,04:49,60
2019-12-11,04:51,48
2019-12-11,04:53,49
2019-12-11,04:55,55
2019-12-11,04:57,55
2019-12-11,04:59,74
2019-12-11,05:01,49
2019-12-11,05:03,55
2019-12-11,05:05,48
2019-12-11,05:07,59
2019-12-11,05:09,49
2019-12-11,05:11,63
2019-12-11,05:13,71
2019-12-11,05:15,56
2019-12-11,05:17,55
2019-12-11,05:21,59
2019-12-11,05:23,74
2019-12-11,05:25,56
2019-12-11,05:27,55
2019-12-11,05:29,59
2019-12-11,05:31,59
2019-12-11,05:33,55
2019-12-11,05:35,73
2019-12-11,05:37,56
2019-12-11,05:39,55
2019-12-11,05:41,55
2019-12-11,05:43,64
2019-12-11,05:45,64
2019-12-11,05:47,99
2019-12-11,05:49,75
2019-12-11,05:50,79
2019-12-11,05:51,55
2019-12-11,05:53,55
2019-12-11,05:55,74
2019-12-11,05:57,75
2019-12-11,05:59,70
2019-12-11,06:01,70
2019-12-11,06:03,75
2019-12-11,06:05,63
2019-12-11,06:07,75
2019-12-11,06:09,75
2019-12-11,06:11,74
2019-12-11,06:13,70
2019-12-11,06:43,80
2019-12-11,07:13,74
2019-12-11,07:43,75
2019-12-11,08:06,81
2019-12-11,08:07,81
2019-12-11,08:13,75
2019-12-11,08:42,51
2019-12-11,08:44,60
2019-12-11,08:46,51
2019-12-11,08:48,49
2019-12-11,08:50,75
2019-12-11,08:52,44
2019-12-11,08:54,59
2019-12-11,08:56,74
2019-12-11,08:58,48
2019-12-11,09:00,73
2019-12-11,09:02,75
2019-12-11,09:04,71
2019-12-11,09:06,55
2019-12-11,09:08,55
2019-12-11,09:10,59
2019-12-11,09:12,51
2019-12-11,09:14,48
2019-12-11,09:16,80
2019-12-11,09:18,48
2019-12-11,09:20,75
2019-12-11,09:22,71
2019-12-11,09:24,71
2019-12-11,09:26,73
2019-12-11,09:30,48
2019-12-11,09:32,55
2019-12-11,09:34,48
2019-12-11,09:36,47
2019-12-11,09:38,47
2019-12-11,09:40,75
2019-12-11,09:42,64
2019-12-11,09:44,55
2019-12-11,09:46,48
2019-12-11,09:48,48
2019-12-11,09:50,48
2019-12-11,09:52,48
2019-12-11,09:54,49
2019-12-11,09:56,51
2019-12-11,09:58,50
2019-12-11,10:00,54
2019-12-11,10:02,48
2019-12-11,10:04,75
2019-12-11,10:06,55
2019-12-11,10:08,48
2019-12-11,10:10,75
2019-12-11,10:12,72
2019-12-11,10:14,48
2019-12-11,10:16,48
2019-12-11,10:18,55
2019-12-11,10:20,55
2019-12-11,10:22,48
2019-12-11,10:24,55
2019-12-11,10:26,55
2019-12-11,10:28,56
2019-12-11,10:30,75
2019-12-11,10:32,55
2019-12-11,10:34,75
2019-12-11,10:36,51
2019-12-11,10:38,73
2019-12-11,10:40,75
2019-12-11,10:42,84
2019-12-11,10:44,48
2019-12-11,10:46,55
2019-12-11,10:48,47
2019-12-11,10:50,55
2019-12-11,10:52,55
2019-12-11,10:54,68
2019-12-11,10:56,48
2019-12-11,10:58,55
2019-12-11,11:00,48
2019-12-11,11:02,48
2019-12-11,11:04,48
2019-12-11,11:06,55
2019-12-11,11:08,48
2019-12-11,11:10,55
2019-12-11,11:12,55
2019-12-11,11:14,48
2019-12-11,11:16,55
2019-12-11,11:18,49
2019-12-11,11:20,48
2019-12-11,11:22,48
2019-12-11,11:24,63
2019-12-11,11:26,56
2019-12-11,11:28,55
2019-12-11,11:30,55
2019-12-11,11:32,48
2019-12-11,11:34,48
2019-12-11,11:36,74
2019-12-11,11:38,47
2019-12-11,11:40,48
2019-12-11,11:42,72
2019-12-11,11:44,74
2019-12-11,11:46,49
2019-12-11,11:48,59
2019-12-11,11:50,71
2019-12-11,11:52,75
2019-12-11,11:54,55
2019-12-11,11:56,73
2019-12-11,12:12,48
2019-12-11,12:14,49
2019-12-11,12:16,55
2019-12-11,12:18,75
2019-12-11,12:20,64
2019-12-11,12:22,48
2019-12-11,12:24,76
2019-12-11,12:26,71
2019-12-11,12:28,51
2019-12-11,12:30,74
2019-12-11,12:32,49
2019-12-11,12:34,48
2019-12-11,12:36,67
2019-12-11,12:38,74
2019-12-11,12:40,94
2019-12-11,12:41,70
2019-12-11,12:42,75
2019-12-11,12:44,88
2019-12-11,12:45,93
2019-12-11,12:48,75
2019-12-11,12:50,86
2019-12-11,13:16,88
2019-12-11,13:17,94
2019-12-11,13:18,97
2019-12-11,13:19,84
2019-12-11,13:20,90
2019-12-11,13:21,97
2019-12-11,13:23,75
2019-12-11,13:49,49
2019-12-11,14:19,69
2019-12-11,14:49,79
2019-12-11,15:19,53
2019-12-11,15:49,76
2019-12-11,16:21,78
2019-12-11,16:22,75
2019-12-11,16:23,85
2019-12-11,16:24,83
2019-12-11,16:49,74
2019-12-11,16:53,81
2019-12-11,16:56,86
2019-12-11,16:57,95
2019-12-11,16:58,78
2019-12-11,16:59,88
2019-12-11,17:00,96
2019-12-11,17:02,92
2019-12-11,17:08,70
2019-12-11,17:09,67
2019-12-11,17:13,73
2019-12-11,17:14,77
2019-12-11,17:16,90
2019-12-11,17:17,88
2019-12-11,17:18,87
2019-12-11,17:19,81
2019-12-11,17:20,83
2019-12-11,17:21,88
2019-12-11,17:22,94
2019-12-11,17:23,91
2019-12-11,17:24,89
2019-12-11,17:25,83
2019-12-11,17:26,79
2019-12-11,17:27,85
2019-12-11,17:28,88
2019-12-11,17:31,105
2019-12-11,17:34,102
2019-12-11,17:35,105
2019-12-11,17:36,113
2019-12-11,17:37,116
2019-12-11,17:38,123
2019-12-11,17:39,98
2019-12-11,17:40,89
2019-12-11,17:41,97
2019-12-11,17:42,76
2019-12-11,17:43,76
2019-12-11,17:44,75
2019-12-11,17:49,100
2019-12-11,17:50,102
2019-12-11,17:53,97
2019-12-11,17:54,103
2019-12-11,19:37,81
2019-12-11,19:39,81
2019-12-11,19:40,92
2019-12-11,19:41,79
2019-12-11,19:43,76
2019-12-11,19:44,82
2019-12-11,19:46,74
2019-12-11,19:47,81
2019-12-11,19:48,86
2019-12-11,19:49,93
2019-12-11,19:50,110
2019-12-11,19:51,117
2019-12-11,19:52,110
2019-12-11,19:53,118
2019-12-11,19:54,108
2019-12-11,19:56,76
2019-12-11,19:58,105
2019-12-11,19:59,101
2019-12-11,20:00,78
2019-12-11,20:01,86
2019-12-11,20:02,75
2019-12-11,20:43,84
2019-12-11,20:46,80
2019-12-11,21:11,75
2019-12-11,21:12,75
2019-12-11,21:13,79
2019-12-11,21:14,80
2019-12-11,21:15,75
2019-12-11,21:16,86
2019-12-11,21:36,94
2019-12-11,21:38,81
2019-12-11,21:39,83
2019-12-11,21:46,75
2019-12-11,22:01,94
2019-12-11,22:03,68
2019-12-11,22:05,74
